REGISTRO N§;FECHA;HORA;DESCRIPCION (Vehiculo / Moto);DOMINIO;MARCA;MODELO;COLOR;TIPO;CHASIS N§;MOTOR N§;LEVANTADO EN :;AGENTE DE PLAYA QUE RECIBIO;GRUA / CHOFER;INVENTARIO SI/NO;NUMERO DE RECLAMO ;FECHA;HORA;GRUA/CHOFER;ENTREGA AGENTE;NOTAS;CONTROL DE LEGALES;
420;14/07/2015;21:00;SI;RUT001;FORD;GALAXY;BORDO;PARTICULAR;S/D;S/D;QUINTINO BOCAYUVA 36;BERARDI/LIETS;JORGE GENES(SOS);SI;N§ RECLAMO 00115308/15;30/07/2015;11:30;REMOLQUES MIRAGE KRC 912;PLATAS LEANDRO;SUANO BERNANRDO ESTEBAN (AUTORIZADO LEGALES) DNI:36215255;;
421;14/07/2015;21:40;SI;S/PLACA;FORD;ESCORT;BORDO;PARTICULAR;S/D;S/D;GUARDA VIEJA 4001;BERARDI/LIETS;GUGLIELMO;SI;N§ RECLAMO 96741/15;11/08/2015;10:45;MAIDANA CACTYT;APES/PLATAS;TRASLADO A HERRERA;;
422;14/07/2015;23:35;SI;S/PLACA;RENAULT;21;BORDO;PARTICULAR;S/D;S/D;CONDOR 2281;BERARDI/LIETS;VELAZQUEZ;SI;N§ RECLAMO 1368715/11;20/07/2015;17:15;LEIVA CACTYT;PIZARRO;TRASLADO A HERRERA;;
423;15/07/2015;00:38;SI;TIS491;FIAT;147;BLANCO;PARTICULAR;S/D;S/D;LAMBARE 1158;BRAGUE/LIETS;BISSO;SI;N§ RECLAMO 01300535/14;13/02/2016;09:45;GRUA WEST DCH795 ESPACOSIN FERNANDO;GARCIA TU¥ON/AMADEO;(T) AGUILAR MARIO DANIEL DNI14386669;;
424;15/07/2015;01:09;AUTO;WBP186;MITSUBISHI;CELESTE;ROJO;PARTICULAR;S/D;S/D;DEAN FUNES 500;BERARDI/LIETS;VELAZQUEZ;SI;N§ RECLAMO 00058625/15;26/05/2016;15:10;ORTELLI;HURTADO;TRASLADADO A HERRERA;;
425;15/07/2015;09:48;AUTO;XJM206;FIAT;125;BORDO;PARTICULAR;S/D;S/D;SALCEDO 3537;CARRILLO;MAIDANA;SI;N§ RECLAMO 00185170/15;;;;;;;
426;15/07/2015;09:57;AUTO;RAL435;RENAULT;11;BLANCO;PARTICULAR;S/D;S/D;BESARES 1992;CARRILLO;DOMINGUEZ;SI;N§ RECLAMO  00305340/15;;;;;;;
427;15/07/2015;10:40;AUTO;TVV479;FIAT;1300;MARRON CLARO;PARTICULAR;S/D;S/D;IRIARTE 2735;CARRILLO;CORNAGO;SI;N§ RECLAMO 00259090/15;;;;;;;
428;15/07/2015;11:06;AUTO;CTP922;CHRYSLER;NEON;AZUL;PARTICULAR;S/D;S/D;REPUBLICA BOLIVARIANA DE  3158;CARRILLO;BINETTI;SI;N§ RECLAMO 00394419/14;;;;;;;
429;15/07/2015;11:30;AUTO;GMF067;CHEVROLET;CORSA;NEGRO-AMARILLO;TAXI;S/D;S/D;ISABEL LA CATOLICA 389;CARRILLO;CORNAGO;SI;N§ RECLAMO 00242099/15;29/12/2015;11:00;TAPIA;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
430;15/07/2015;11:39;AUTO;URH045;FORD ;SIERRA;BLANCO;PARTICULAR;S/D;S/D;OBLIGADO 4152;CARRILLO;DOMINGUEZ ;SI ;N§RECLAMO 00213401/15;;;;;;;
431;15/07/2015;12:00;AUTO;TJQ649;NISSAN;;MARRON;PARTICULAR;S/D;S/D;VALENTIN  GOMEZ 2957;CARRILLO-MORENO;MAIDANA;SI;N§RECLAMO 00173743/15;21/12/2015;11:00;GRECO;CARRILLO;TRASLADO A HERRERA;;
432;15/07/2015;12:34;AUTO;UXJ239;MITSUBISHI;LANCER;BLANCO;PARTICULAR;S/D;S/D;TRASLADO DAKOTA;CARRILLO-MORENO;LOPEZ SILVERO (DAKOTA);SI;DAKOTA;;;;;;;
433;15/07/2015;15:37;AUTO;SVE091;FIAT;600;VERDE;PARTICULAR;S/D;S/D;SAAVEDRA 668;PIZARRO/HURTADO;CARLINO;SI;N§RECLAMO 01315919/14;;;;;;;
434;15/07/2015;17:04;AUTO;WDH260;FORD;FALCON;ROJO;PARTICULAR;S/D;S/D;ECUADOR 328;PIZARRO/HURTADO;CARLINO;SI;N§RECLAMO 00288281/15;;;;;;;
435;15/07/2015;17:43;AUTO;RWM552;CHEVROLET;CITATION;VERDE;PARTICULAR;S/D;S/D;MU¥IS 849;PIZARRO/HURTADO;VANESKEHEIAN;SI;N§RECLAMO PENDIENTE;09/09/2015;15:00;REMOLQUES MIRAGE MNM767;HURTADO;;;
436;15/07/2015;17:18;AUTO;WNO850;RENAULT;12;CELESTE;PARTICULAR;S/D;S/D;CUBA 4192;PIZARRO/HURTADO;MANGO;S;N§00255899/15;05/05/2016;16:30;ESTEFANO;HURTADO;TRASLADO A HERRERA;;
437;S/D;18:29;AUTO;WIA950;DODGE;1500;VERDE;PARTICULAR;S/D;S/D;BOLA¥OS 110;PIZARRO/HURTADO;LEIVA;SI;N§RECLAMO PENDIENTE;;;;;;;
438;15/07/2015;19:31;AUTO;TKU489;DACIA;S/D;GRIS;PARTICULAR;S/D;S/D;DEANFUNES 1239;PIZARRO/HURTADO;GUGLIELMO;SI;N§RECLAMO PENDIENTE;;;;;;;
439;15/07/2015;19:58;AUTO;AML846;FORD;ORION;GRIS;PARTICULAR;S/D;S/D;ESTEBAN DE LUCA 1323;HURTADO/PIZARRO;LIRIA;SI;N§RECLAMO PENDIENTE;26/05/2016;17:25;RETAMOSO;DISANZO;TRASLADADO A HERRERA;;
440;15/07/2015;21:52;AUTO;BOD637;PEUGEOT;504;NEGRO;PARTICULAR;S/D;S/D;HUMBERTO 1§ 2392;BERARDI/LIETS;LIRIA;SI;N§RECLAMO PENDIENTE;21/12/2015;18:16;LENTINO;PIZARRO/HURTADO;TRASLADO A HERRERA;;
441;16/07/2015;00:50;AUTO;RHW273;RENAULT;19;BLANCO;PARTICULAR;S/D;S/D;NEUQUEN 1145;BERARDI/LIETS/BRAGUE;VELAZQUEZ;SI;N§RECLAMO 01306275/14;;;;;;;
442;16/07/2015;02:00;AUTO;RCC965;RENAULT;12;MARRON;PARTICULAR;S/D;S/D;THOMPSON 500;BERARDI/LIETS/BRAGUE;VELAZQUEZ;SI;N§ RECLAMO 00999963/13;20/07/2015;16:35;SEVICIOS MOVILES N§8274;MORENO PAOLA;PEREZ RAFAEL(T) 1322398 ;;
443;16/07/2015;09:30;AUTO;BGF890;VW;GOL;GRIS;PARTICULAR;S/D;S/D;MENDEZ DE ANDEZ 1156;CARRILLO/APES;MAIDANA;SI;N§ RECLAMO 00287030/15;06/06/2016;18:03;STREJEBICH;HURTADO;TRASLADO A HERRERA;;
444;16/07/2015;10:50;AUTO;BEH698;VW;POINTER;BORDO;PARTICULAR;S/D;S/D;HONORIO PUEYREDON;CARRILLO/APES;DE PAOLA;SI;N§ RECLAMO PENIENTE (ANDREA MAZZANDREA;;;;;;;
445;16/07/2015;11:05;AUTO;GOB651;CHEVROLET;MERIVA;GRIS;PARTICULAR;S/D;S/D;QUESADA 4625;CARRILO/APES;DOMINGUEZ;SI;N§ RECLAMO 01152173/14;09/03/2016;13:00;LEIVA;PLATAS;TRASLADO A HERRERA;;
446;16/07/2015;11:55;AUTO;AWL732;CHEVROLET;IPANEMA;BORDO;PARTICULAR;S/D;S/D;PERU 1480;CARRILO/APES;DOMINGUEZ;SI;N§ RECLAMO 01354030/14;04/05/2016;10:30;SANTOLI;CARRILLO;TRASLADO A HERRERA;;
447;16/07/2015;12:10;AUTO;BYW003;RENAULT;19;NEGRO;PARTICULAR;S/D;S/D;PICHEUTA 1860;CARRILLO/APES;MAIDANA;SI;N§RECLAMO 319084/15;;;;;;;
448;16/07/2015;16:27;AUTO;DWU055;FIAT;DUNA;GRIS;PARTICULAR;S/D;S/D;HAVANNA 4502;PIZARRO;TAPIA;SI;N§RECLAMO 01303309/14;;;;;;;
449;16/07/2015;18:03;AUTO;TXX157;PEUGEOT;504;GRIS;PARTICULAR;S/D;S/D;BRIN 250;PIZARRO;VANESKEHEIAN;SI;N§RECLAMO 00385620/15;;;;;;;
450;17/07/2015;00:25;AUTO;EGW852;CHRYSLER;SEBRING;BORDO;PARTICULAR;S/D;S/D;LUIS VIALE 3052;BRAGUE/LIETS;TEDESCO;SI;N§ RECLAMO 00068255/15;11/02/2016;19:55;ESTEFANO CACTYT;PIZARRO;TRASLADO A HERRERA;;
451;17/07/2015;02:55;AUTO;;FORD ;GALAXI;NEGRO;PARTICULAR;S/D;S/D;AMEGHINO FLORENTINO1789;BRAGUE/LIETS;VELAZQUEZ;SI;N§ RECLAMO 00322455/15;17/07/2015;16:57;FUENTES CACTYT;PIZARRO/HURTADO;TRASLADO A HERRERA;;
452;17/07/2015;09.17;AUTO;WRG416;RENAULT;18;ROJO;PARTICULAR;S/D;S/D;HERNANDARIA 910;CARRILLO/APES;DE PAOLA;SI;N§ RECLAMO 00165319/15;;;;;;;
453;17/07/2015;10:40;AUT0;RJL923;FIAT;147;BLANCO;PARTICULAR;S/D;S/D;HERNANDARIA 590;CARRILLO/APES;DE PAOLA;SI;N§ RECLAMO 00010094/15;;;;;;;
454;17/07/2015;10:55;AUTO;WFQ938;TORINO;;ROJO;PARTICULAR;S/D;S/D;BEIRO  4553;CARRILLO/APES;DOMINGUEZ;SI;N§ RECLAMO 01446892/14;;;;;;;
455;17/07/2015;13:05;AUTO;TBW273;RENAULT;18;GRIS;PARTICULAR;S/D;S/D;SIMBRON 3300;CARRILLO/APES;DOMINGUEZ;SI;N§ RECLAMO 00129255/15;15/02/2016;12:05;SANTTOLI;PLATAS/APES;TRASLADO A HERRERA;;
456;17/07/2015;14:28;AUTO;VWQ515;DODGE;1500;CELESTE;PARTICULAR;S/D;S/D;CHIVILCOI 1889;PIZARRO/HURTADO;FUENTES;SI;N§RECLAMO 01089212/14;;;;;;;
457;17/07/20015;14:47;AUTO;UGE016;VW;GACEL;VERDE;PARTICULAR;S/D;S/D;ROCHA 1200;PIZARRO/HURTADO;VANESKEHEIAN;SI;N§RECLAMO 00384251/15;05/05/2016;13:30;LEYVA;CARRILLO;TRASLADO A HERRERA;;
458;17/07/2015;16:46;AUTO;AHR078;HONDA;ACCORD;GRIS;PARTICULAR;S/D;S/D;OïHIGGINS 2293;HURTADO/PIZARRO;MANGO;SI;N§RECLAMO 00357190/15;;;;;;;
459;17/07/2015;17:06;AUTO;UEE628;RENAULT;6;CELESTE;PARTICULAR;S/D;S/D;NECOCHEA 1036;HURTADO/PIZARRO;SANTOLI;SI;N§RECLAMO 00384518/15;05/05/2016;11:30;LEYVA;CARRILLO;TRASLADO A HERRERA;;
460;17/07/2015;18:58;AUTO;DAA453;NO VISIBLE;NO VISIBLE;NEGRO;PARTICULAR;S/D;S/D;GOYA Y GAONA;HURTADO/PIZARRO;SANTOLI;SI;N§PENDIENTE POR ORDEN DE RICCIARDI;11/02/2016;10;DE PAOLA;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
461;18/07/2015;11:40;AUTO;S/PLACA;RENAULT;18;MOSTAZA;PARTICULAR;S/D;S/D;MILLER 3653;ACQUACALDA DANIEL;RUSMAN (CACTYT);SI;N§RECLAMO 00058875/15;05/08/2015;17:26;CABRERIZO CACTYT;HURTADO/PIZARRO;TRASLADO A HERRERA;;
462;18/07/2015;12:21;AUTO;S/PLACA;RENAULT;19;GRIS (QUEMADO);PARTICULAR;S/D;S/D;DARWIN 736;AMADEO;PEREZ (CACTYT);SI;N§  RECLAMO 00117647/15VEHICULO QUEMADO, SOLO PRESENTA CARROCEDRIA Y RUEDAS TRASERAS;20/07/2015;15:40;LEIVA CACTYT;PIZARRO;TRASLADO A HERRERA;;
463;18/07/2015;13:13;AUTO;S/PLACA;VW;;BLANCO (QUEMADO);PARTICULAR;S/D;S/D; HUMBOLDT 500;GARCIA TU¥ON ANA;ALAMINO;SI;N§ RECLAMO 00866196/14 VEHICULO QUEMADO , 4 RUEDAS;29/07/2015;11:20;MAIDANA;CARRILLO/PLATAS;TRASLADO A HERRERA;;
464;19/07/2015;09:19;AUTO;AQW442;RENAULT;19;GRIS OSCURO;PARTICULAR;S/D;S/D;ALBERDI 4892;AMADEO;RUSMAN (CACTYT);SI;N§ RECLAMO 00999409/14 ;03/05/2016;15:18;CARRERA;HURTADO;TRASLADO A HERRERA;;
465;19/07/2015;09:41;AUTO;UWY991;DODGE;S/D;ROJO;PARTICULAR;S/D;S/D;MELINA 1375;AMADEO;LIPAROTI;SI;N§ RECLAMO 00964596/12;11/08/2015;15:25;GONZALEZ NICOLAS(T) 32475554 GRUA SERVICIO MOVIL 8082;PIZARRO/HURTADO;RETIRA TITULAR;;
466;19/07/2015;10:00;AUTO;AFQ549;RENAULT;9;AZUL;PARTICULAR;S/D;S/D;SANTIAGO DE CHILE 6426;AMADEO;ALAMINO;SI;N§ RECLAMO 01031022/13;;;;;;;
467;19/07/2015;10:20;AUTO;FLP745;VW;POLO;  ;PARTICULAR;S/D;S/D;GARZON EUGENIO 4448;AMADEO;DE ANSA;SI;N§ RECLAMO 00095079/15;;;;;;;
468;19/07/2015;12:30;AUTO;S/PLACA;VW;CARAT;VERDE;PARTICULAR;S/D;S/D;CONCEPCION ARENAL 45875;ACQUACALDA DANIEL;ALAMINO;SI;N§ 1339023/14;20/07/2015;15:30;CABRERIZO CACTYT;PIZARRO;TRASLADO A HERRERA;;
469;20/07/2015;10:38;AUTO;SVF092;VW;SENDA;AZUL;PARTICULAR;S/D;S/D;ECHEVERRIA Y CABA¥AS;APES/CARRILLO/PLATAS;GRECO;SI;N§ RECLAMO 01446352/14;;;;;;;
470;20/07/2015;12:53;AUTO;BMB536;RENAULT;CLIO;GRIS;PARTICULAR;S/D;S/D;ROOSVELT Y O`HIGGINS;APES/CARRILLO/PLATAS;GRECO;SI;N§ RECLAMO 01030721/14;24/08/2015;16:03;JUAREZ JUAN(T)29868241;HURTADO/PIZARRO;RETIRA TITULAR;;
471;21/07/2015;10:55;AUTO;RCI174;VW;GACEL;NEGRO;PARTICULAR;S/D;S/D;MOLDES 2830;APES/CARRILLO/PLATAS;ACOSTA;SI;N§ RECLAMO 00202420/4;09/03/2016;15:00;LEIVA;HURTADO;TRASLADO A HERRERA;;
472;21/07/2015;12:15;AUTO;VSX750;MERCEDEZ B.;;NARANJA ;PARTICULAR;S/D;S/D;ALLENDE 2974;APES/CARRILLO/PLATAS;JUAREZ J. (G. LAS HERAS);SI;N§ RECLAMO 01384007/14;23/07/2015;17:25;RODRIGUEZ DIEGO(T)21594253 ALCOVENTO MOVIL 32 ;PIZARRO;RETIRA TITULAR;;
473;21/07/2015;15:25;AUTO;TBG328;RENAULT;18;CREMA;PARTICULAR;S/D;S/D;MENDOZA 2965;BERARDI/PIZARRO;MANGO;SI;N§RECLAMO 01369780/13;;;;;;;
474;22/07/2015;10:30;AUTO;S/D;ROVER;414;VERDE;PARTICULAR;S/D;S/D;CERVI¥O 3148;APES/PLATAS;GRECO;SI;N§ RECLAMO:00074590/15;;;;;;;
475;22/07/2015;12:30;AUTO;RCM624;RENAULT;12;ROJO;PARTICULAR;S/D;S/D;AREVALO 1747;APES/PLATAS;COLOMO CACTYT;SI;N§ RECLAMO:824294/13;28/12/2015;11:40;DOMINGUEZ;APES/PLATAS;;;
476;24/07/2015;10:12;AUTO;BNW835;FORD;ESCORT;GRIS;PARTICULAR;;;SCALABRINI ORTIZ Y CABRERA;CARRILLO/PLATAS;GRECO;;N§ RECLAMO 00743328/14;10/08/2015;16:40;DI LULLO LEONARDO(T) 21795646 GRUA DOMINIO FEW523;PIZARRO/HURTADO;RETIRA TITULAR;;
477;24/07/2015;12:22;AUTO;RYW949;BMW;;VERDE ;PARTICULAR;;;CERVI¥O 4432;CARRILLO/PLATAS;GRECO;;N§ RECLAMO 00743328/14;18/08/2015;15:00;bustamante daniel (t) 17966635;PIZARRO/HURTADO;RETIRA TITULAR;;
478;24/07/2015;15:05;AUTO;JQK265;NISSAN;TIDA;GRIS;PARTICULAR;;;HOSPITAL RAMOS MEJIA;BERARI/PIZARRO;VANESKEHEIAN;;;13/10/2015;17:52;AUXILIO OID576 DANIEL BURGUE¥O;HURTADO;(T) BARRIOS STELLA MARIS DNI 10449894 ;;
479;25/07/2014;11:30;AUTO;AQM215;VW;POINTER;BORDO;PARTICULAR;;;JOSE MARMOL 901;ACQUACALDA DANIEL;ALAMINO;;N§ RECLAMO 370359/15;05/05/2016;13:00;LEYVA;CARRILLO;TRASLADO A HERRERA;;
480;25/07/20105;11:30;AUTO;S/PLACA;FIAT;128;ROJO;PARTICULAR;;;SALVINI  1596;GARCIA TU¥ON ANA;PEREZ;;N§ RECLAMO 32329/15;29/07/2015;17:10;CABRERIZO CACTYT;PIZARRO;TRASLADO A HERRERA;;
481;25/07/2015;13:15;AUTO;S/PLACA;FIAT;UNO;AZUL;PARTICULAR;;;JOSE MARMOL 955;GARCIA TU¥ON ANA;ALAMINO;;N§ RECLAMO 102427/15;04/08/2015;16:00;FUENTES CACTYT;HURTADO/PIZARRO;TRASLADO A HERRERA;;
482;25/07/2015;13:24;AUTO;XCA875;DODGE;1500;NARANJA;PARTICULAR;;;JOSE MARMOL 975;AMADEO ROMINA;PEREZ;;N§ RECLAMO 102436/15;;;;;;;
483;25/07/2015;16:10;AUTO;S/PLACA;VW;GOL;DORADO;PARTICULAR;;;JOSE MARMOL 1500;ACQUACALDA DANIEL;ALAMINO;;N§ RECLAMO 239398/15;29/07/2015;11:30;GRECO;CARRILLO/PLATAS;TRASLADO A HERRERA;;
484;25/07/2015;16:09;AUTO;VIR830;FORD ;SIERRA;BLANCO;PARTICULAR;;;AVELLANEDA 258;AMADEO ROMINA;PEREZ;;N§RECLAMO 164153/15;;;;;;;
485;26/07/2015;11:55;AUTO;RBZ463;PEUGEOT ;504;BLANCO;PARTICULAR;;;PEDRO LOZANO 4732;GARCIA TU¥ON ANA;ALAMINO;;N§ RECLAMO 417527/13;21/12/2015;10:30;SICA;CARRILLO;TRASLADO A HERRERA;;
486;26/07/2015;13:28;AUTO;BNG764;FIAT;UNO;AZUL;PARTICULAR;;;LUIS FONTANA 4406;AMADEO;ALAMINO;;N§ RECLAMO 1051126/14;;;;;;;
487;26/07/2015;12:26;AUTO;C443355;RENAULT ;12;ROJO;PARTICULAR;;;CAZADORES 2000;GARCIA TU¥ON ANA;CAVALLO SILVIO;;N§ RECLAMO 27061/10 FALTA VIDRIO TE DE PARRILLA;22/04/2016;11:30;LEYVA;CARRILLO;TRASLADO A HERRERA;;
488;03/08/2015;15:57;AUTO;X472476;PEUGEOT;S/D;QUEMADO-OXIDO;PARTICULAR;;;BROWN 60;HURTADO/PIZARRO;CABRERIZO;;N§ RECLAMO 348294/15;05/05/2016;10:00;LEYVA;CARRILLO;TRASLADO A HERRERA;;
489;03/08/2015;17:25;AUTO;S/PLACA;PEUGEOT;605;GRIS;PARTICULAR;;;BONIFACIO Y CACHIMAYO;HURTADO/PIZARRO;VANESKEHEIAN;;N§RECLAMO PENDIENTE;;;;;;;
490;07/08/2015;18:10;AUTO;S/PLACA;RENAULT;FUEGO;ROJO;PARTICULAR;;;OBISPO SAN ALBERTO 4900;HURTADO/PIZARRO;FUENTES;;N§RECLAMO PENDIENTE;09/03/2016;15:00;LEIVA;HURTADO;TRASLADO A HERRERA;;
491;07/08/2015;20:22;AUTO;NDN330;TOYOTA;ETIOS;NEGRO;PARTICULAR;;;11 DE SEPTIEMBRE 2800;HURTADO/PIZARRO;GENES JOREGE S.O.S;;N§RECLAMO PENDIENTE;21/12/2015;11:30;TAPIA CACTYT;CARRILLO;TRASLADO A HERRERA;;
492;13/08/2015;20:30;AUTO;SRW469;RENAULT;12;CELESTE;PARTICULAR;;;DORREGO 2430;HURTADO/PIZARRO;GENES JOREGE S.O.S;;N§RECLAMO 01311145/13;21/12/2015;13.00;TAPIA;CARRILLO;TRASLADO A HERRERA;;
493;13/08/2015;23:30;AUTO;RRW106;FIAT;REGATTA;GRIS;PARTICULAR;;;DORREGO 2430;BERARDI/LIETS;GENES JOREGE S.O.S;;N§RECLAMO 00250382/15;;;;;;;
494;15/08/2015;12:17;AUTO;TBH046;FIAT;DUNA;GRIS;PARTICULAR;;;MARIO BRAVO 327;AMADEO;ALAMINO CACTYT ;;PENDIENTE  (AUTORIZA ANDREA MANUZA);26/05/2016;15:45;RETAMOSO;DISANZO;TRASLADADO A HERRERA;;
495;24/08/2015;19:40;AUTO;SCK123;MITSUBISHI;EXPO;BLANCO;PARTICULAR;;;CARABAJAL 4042;HURTADO/PIZARRO;ARRIOLA;;N§RECLAMO 365336/15;21/12/2015;08:14;SICA;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
496;25/08/2015;12:27;AUTO;SCN164;FORD;TAUNUS;AZUL;PARTICULAR;;;INCLAN Y MATHEU;CARRILLO/PLATAS/APES;DOMINGUEZ;;N¦RECLAMO 00406722;;;;;;;
497;01/09/2015;14:49;AUTO;ADC571;FIAT;REGATTA;BLANCO;PARTICULAR;;;ASAMBLEA 1381;HURTADO/PIZARRO;LENTINO;;POR ORDEN DE DIETRICH;11/02/2016;11:30;DE PAOLA;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
498;08/09/2015;10.50;AUTO;USL120;PEUGEOT;504;BLANCO;PARTICULAR;;;BEIRO Y SANABRIA ;PLATAS/APES/CARRILLO;DOMINGUEZ;;;;;;;;;
499;08/09/2015;17:28;AUTO;CIM340;ROVER;S/D;BORDO;PARTICULAR;;;JULIAN ALVAREZ 700;PIZARRO/AYESTARAN/HURTADO;LENTINO;;NUMERO DE RECLAMO 128734/15;11/02/2016;09:45;SANTOLLI;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
500;12/09/2015;15:05;AUTO;VNS309;DODGE;600;MARRON;PARTICULAR;;;REPUBLICA DE LA INDIA 3035;GARCIA TU¥ON ANA;CETTOUR (SOS);;PENDIENTE PãR ORDEN DE RICCIARDI;30/10/2015;11:50;RETIRA TITULAR ;APES/CARRILLO;RETIRA TITULAR VILA CARLOS ALBERTO 4264323 (por error se ingreso como auto abandonado se tralada a planilla  California);;
501;14/09/2015;12:40;AUTO;BNZ094;FIAT ;SIENA;NEGRO;PARTICULAR;;;ESTADOS UNIDOS Y PASEO COLON;CARRILLO/PLATAS;DEPAOLA;;N§ RECLAMO 00300079/14;;;;;;;
502;15/09/2015;02:17;AUTO;UMS222;S/D;S/D;NEGRO;PARTICULAR;;;ESTADOS UNIDOS 224;BRAGUE/BERARDI;PELOZO;;N§ RECLAMO 300079/14;;;;;;;
503;15/09/2015;13.00;AUTO;FCG617;FIAT;PALIO;GRIS;PARTICULAR;;;BULOGNE SURMER 600;MORENO;MOLINA;;N§ DE RECLAMO 00449990/15;21/09/2015;15:35;AUXILIO DOMINIO SLK 835;HURTADO/PIZARRO/AYESTARAN;RETIRA TITULAR DELLA JORGE 17686479;;
504;15/09/2015;13.14;AUTO;VZU445;RENAULT;12;GRIS;PARTICULAR;;;BULOGNE SURMER 690;AYESTARAN ;DI PAOLA;;N§ DE RECLAMO 0049985/15;;;;;;;
505;18/09/2015;12:57;AUTO;VPS987;SUZUKI;SWIF;ROJO;PARTICULAR;;;VIRGILIO 223;CARRILLO/AYESTARAN/APES;GENES  JORGE DNI 24655087 ;;N§ DE RECLAMO 85755/15;21/12/2015;08:45;SICA;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
506;22/09/2015;13:25;AUTO;UJS711;ED;;NARANJA/BCO;ESCOLAR;;;AV.INT HERNAN M. GIRALT;AYESTARAN/APES;BONCONE HERNAN 32036429;;OPERATIVO COSTANERA;;;;;;;
507;23/09/2015;15:29;AUTO;WGO987;RENAULT;12;NEGRO;PARTICULAR;;;TRASLADO DE BRD;HURTADO/AYES/PIZZARRO;GUTIERREZ ARIEL (BRD);;BRD;;;;;;;
508;23/09/2015;16:00;AUTO;AGS955;V.W;POINTER;AZUL;PARTICULAR;;;TRASLADO DE BRD;HURTADO/AYES/PIZZARRO;GUTIERREZ ARIEL (BRD);;BRD;;;;;;;
509;29/09/2015;17:00;AUTO;SKR361;PEUGUEOT;405;BORDO;PARTICULAR;;;RICHERI 2700;HURTADO/AYESTARAN;JORGE GENES(SOS);;N§ RECLAMO 00356709/15;28/12/2015;11:30;DOMINGUEZ;APES/PLATAS;TRASLADO A HERRERA;;
510;30/09/2015;12:20;AUTO;C904128;MERCEDES BENZ;S/D;BLANCO;PARTICULAR;;;OLIVERA Y RAMON FALCON;CARRILLO/APES/PLATAS;LEYVA;;N§ RECLAMO 00347765/15;;;;;;;
511;30/09/2015;16:42;AUTO;DJG104;PEUGEOT;206;ROJO;PARTICULAR;;;CASTRO 659;AYESTARAN/HURTADO;CABRERIZO;;N§ RECLAMO 00136390/15;28/12/2015;10:45;DOMINGUEZ;APES/PLATAS;TRASLADO A HERRERA;;
512;30/09/2015;23:50;AUTO;S/D;FORD;SIERRA;GRIS;PARTICULAR;;;LOPEZ DE VEGA 1930;BERARDI;TEDESCO;;PãR ORDEN DEL DIRECTOR;03/11/2015;09:40;MAIDANA;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
513;08/10/2015;17:20;AUTO;BFW758;PEUGEOT;504;GRIS;PARTICULAR;;;USPALLATA 2300;AYESTARAN/PIZARRO/HURTADO;ORTIGOZA CACTYT;;N§RECLAMO 00762216/15;21/12/2015;13:44;TAPIA;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
514;15/10/2015;15:22;AUTO;VMG579;RENAULT;FUEGO;MARRON;PARTICULAR;;;GIRIBONE 3100 Y BARZANA;HURTADO/AYESTARAN;RODRIGUEZ FABIAN;;N§DE RECLAMO 00318575/15;;;;;;;
515;16/10/2015;17:16;AUTO;CZF493;HUINDAI;ELANTRA;GRIS;PARTICULAR;;;OLAZABAL 2161;HURTADO/PIZARRO/AYESTARAN;ARRIOLA;;N§ DE RECLAMO 00409582/15;05/02/2016;11:50;RETIRA CON GRUA IYE213;CARRILLO/PLATAS;LAUDANIDOMINGO MARCELO (AUTORIZADO) 16582159;;
516;16/10/2015;18:50;AUTO;CVV096;FIAT;SIENA;GRIS;PARTICULAR;;;VIRREY LORETO 1700;HURTADO/PIZARRO/AYESTARAN;RODRIGUEZ FABIAN;;N§RECLAMO 00497740/15;;;;;;;
517;19/10/2015;14:05;AUTO;C1100215;VW;COMBY;CREMA;PARTICULAR;;;VUELTA DE OBLIGADO;HURTADO/PIZARRO/AYESTARAN;FUENTES;;N§RECLAMO 00398274/14;;;;;;;
518;20/10/2015;12:00;AUTO;SSI586;FIAT;REGATTA;ROJO;PARTICULAR;;;GABRIELA MISTRAL 3744;APES/PLATAS;BARRIONUEVO;;N§ DE RECLAMO:00301990/15;;;;;;;
519;20/10/2015;15:49;AUTO;ASG798;FIAT;DUNA;ROJO;PARTICULAR;;;BELEN 122;PIZARRO/AYES/HURTADO;FUENTES;;N§ DE RECLAMO 00780302/15;;;;;;;
520;23/10/2015;13:45;AUTO;BBY363;ALFAROMEO;146;GRIS;PARTICULAR;;;GORRITI 5400;AYESTARAN;LEIVA;;N§ DE RECLAMO 141521/15;15/02/2016;10:40;SANTOLLI;PLATAS/APES;TRASLADO A HERRERA;;
521;26/10/2015;15:30;AUTO;XIK241;FIAT;S/D;MARRON;PARTICULAR;;;AZARA 300;AYESTARAN;PEREZ;;N§ DE RECLAMO 00486653/15;;;;;;;
